type,id,side,price,qty,ts
LIMIT,36800,BUY,1001502,39,38691
LIMIT,36801,BUY,998092,94,38692
LIMIT,36802,BUY,1001574,13,38693
LIMIT,36803,BUY,1001144,31,38694
LIMIT,36804,SELL,999578,71,38695
LIMIT,36805,BUY,1001372,13,38696
LIMIT,36806,SELL,999067,73,38697
LIMIT,36807,SELL,998469,60,38698
LIMIT,36808,SELL,1000360,9,38699
LIMIT,36809,BUY,999695,47,38700
LIMIT,36810,BUY,999840,57,38701
LIMIT,36811,SELL,999278,33,38702
LIMIT,36812,BUY,998936,2,38703
LIMIT,36813,BUY,998801,18,38704
LIMIT,36814,BUY,999797,48,38705
LIMIT,36815,SELL,999425,23,38706
LIMIT,36816,BUY,999883,7,38707
MARKET,36817,BUY,0,30,38708
LIMIT,36818,SELL,1001113,34,38709
LIMIT,36819,BUY,999746,45,38710
LIMIT,36820,BUY,1001251,21,38711
LIMIT,36821,BUY,1001618,47,38712
CANCEL,27159,BUY,0,0,38713
LIMIT,36822,SELL,1001709,52,38714
CANCEL,11742,BUY,0,0,38715
LIMIT,36823,SELL,1001533,21,38716
LIMIT,36824,BUY,1000720,70,38717
LIMIT,36825,SELL,1000024,57,38718
LIMIT,36826,SELL,1000079,73,38719
LIMIT,36827,BUY,998396,21,38720
LIMIT,36828,BUY,998598,15,38721
LIMIT,36829,SELL,1000314,77,38722
CANCEL,12367,BUY,0,0,38723
LIMIT,36830,SELL,1000806,49,38724
LIMIT,36831,BUY,1001735,26,38725
LIMIT,36832,SELL,1000978,47,38726
LIMIT,36833,BUY,1000730,89,38727
LIMIT,36834,BUY,1001376,30,38728
CANCEL,9965,BUY,0,0,38729
CANCEL,27839,BUY,0,0,38730
LIMIT,36835,BUY,998797,59,38731
LIMIT,36836,SELL,1000189,16,38732
LIMIT,36837,SELL,999606,53,38733
LIMIT,36838,SELL,999932,79,38734
LIMIT,36839,BUY,1001073,26,38735
LIMIT,36840,BUY,1001381,9,38736
MARKET,36841,BUY,0,17,38737
LIMIT,36842,BUY,999539,83,38738
CANCEL,9619,BUY,0,0,38739
LIMIT,36843,BUY,1001067,63,38740
LIMIT,36844,SELL,1000820,3,38741
LIMIT,36845,BUY,1001519,75,38742
MARKET,36846,BUY,0,11,38743
LIMIT,36847,SELL,998528,67,38744
LIMIT,36848,SELL,1000438,60,38745
LIMIT,36849,SELL,998458,90,38746
LIMIT,36850,SELL,999025,44,38747
MARKET,36851,BUY,0,1,38748
LIMIT,36852,SELL,1000703,62,38749
LIMIT,36853,SELL,999786,54,38750
LIMIT,36854,SELL,1000124,31,38751
LIMIT,36855,BUY,998165,32,38752
LIMIT,36856,SELL,998894,47,38753
LIMIT,36857,BUY,999343,43,38754
LIMIT,36858,BUY,1000440,32,38755
LIMIT,36859,BUY,999566,90,38756
LIMIT,36860,SELL,998039,71,38757
LIMIT,36861,BUY,998636,46,38758
LIMIT,36862,BUY,1001855,39,38759
LIMIT,36863,BUY,998953,65,38760
LIMIT,36864,BUY,998365,6,38761
LIMIT,36865,SELL,1001056,63,38762
MARKET,36866,BUY,0,3,38763
CANCEL,32719,BUY,0,0,38764
LIMIT,36867,BUY,1000069,7,38765
LIMIT,36868,SELL,999126,82,38766
MARKET,36869,BUY,0,48,38767
LIMIT,36870,BUY,999322,84,38768
LIMIT,36871,BUY,998539,5,38769
LIMIT,36872,BUY,1000374,4,38770
LIMIT,36873,SELL,999796,51,38771
MARKET,36874,SELL,0,2,38772
LIMIT,36875,SELL,1001438,95,38773
LIMIT,36876,BUY,1000384,12,38774
LIMIT,36877,SELL,998561,23,38775
LIMIT,36878,SELL,999746,64,38776
LIMIT,36879,SELL,1001995,39,38777
LIMIT,36880,BUY,999452,33,38778
CANCEL,33625,BUY,0,0,38779
LIMIT,36881,BUY,1001599,26,38780
LIMIT,36882,SELL,998851,99,38781
LIMIT,36883,BUY,998735,2,38782
LIMIT,36884,BUY,1000646,26,38783
LIMIT,36885,BUY,999004,95,38784
LIMIT,36886,BUY,1000142,88,38785
LIMIT,36887,BUY,998324,64,38786
LIMIT,36888,BUY,998969,57,38787
LIMIT,36889,SELL,1000452,67,38788
LIMIT,36890,BUY,1000868,52,38789
LIMIT,36891,BUY,998672,88,38790
LIMIT,36892,SELL,1000120,54,38791
CANCEL,23432,BUY,0,0,38792
MARKET,36893,BUY,0,29,38793
MARKET,36894,SELL,0,4,38794
LIMIT,36895,BUY,998055,33,38795
LIMIT,36896,SELL,999148,26,38796
LIMIT,36897,BUY,1000107,29,38797
LIMIT,36898,BUY,999640,60,38798
LIMIT,36899,BUY,999494,43,38799
LIMIT,36900,BUY,999241,72,38800
MARKET,36901,BUY,0,7,38801
LIMIT,36902,BUY,999468,99,38802
LIMIT,36903,BUY,998724,76,38803
LIMIT,36904,BUY,1001855,35,38804
MARKET,36905,SELL,0,24,38805
LIMIT,36906,BUY,1000301,88,38806
LIMIT,36907,SELL,998578,37,38807
LIMIT,36908,SELL,1001463,3,38808
LIMIT,36909,BUY,999229,40,38809
LIMIT,36910,BUY,998277,21,38810
LIMIT,36911,SELL,1001717,65,38811
LIMIT,36912,SELL,999957,45,38812
LIMIT,36913,SELL,1000334,15,38813
LIMIT,36914,BUY,998520,67,38814
MARKET,36915,BUY,0,28,38815
CANCEL,8732,BUY,0,0,38816
LIMIT,36916,SELL,1001764,34,38817
LIMIT,36917,SELL,999166,79,38818
LIMIT,36918,BUY,1000628,74,38819
LIMIT,36919,BUY,999362,8,38820
LIMIT,36920,SELL,998985,98,38821
LIMIT,36921,BUY,998791,89,38822
LIMIT,36922,BUY,999707,18,38823
MARKET,36923,SELL,0,21,38824
LIMIT,36924,BUY,1000914,26,38825
CANCEL,10668,BUY,0,0,38826
LIMIT,36925,BUY,998066,80,38827
LIMIT,36926,BUY,999929,35,38828
LIMIT,36927,SELL,1000938,14,38829
CANCEL,31136,BUY,0,0,38830
LIMIT,36928,SELL,999673,8,38831
LIMIT,36929,SELL,1001900,50,38832
LIMIT,36930,SELL,998840,12,38833
LIMIT,36931,BUY,1000494,11,38834
LIMIT,36932,SELL,1001063,23,38835
LIMIT,36933,BUY,1001314,34,38836
LIMIT,36934,SELL,999428,27,38837
LIMIT,36935,SELL,999104,39,38838
MARKET,36936,BUY,0,33,38839
LIMIT,36937,SELL,999323,54,38840
LIMIT,36938,SELL,999003,32,38841
MARKET,36939,BUY,0,28,38842
LIMIT,36940,BUY,999604,16,38843
LIMIT,36941,BUY,1001501,51,38844
MARKET,36942,SELL,0,29,38845
LIMIT,36943,BUY,999949,7,38846
LIMIT,36944,SELL,1000755,96,38847
LIMIT,36945,BUY,1000971,2,38848
LIMIT,36946,SELL,1000805,35,38849
LIMIT,36947,BUY,1001279,23,38850
LIMIT,36948,SELL,1001806,100,38851
LIMIT,36949,BUY,1001429,60,38852
MARKET,36950,BUY,0,23,38853
LIMIT,36951,SELL,998419,40,38854
LIMIT,36952,SELL,1001906,37,38855
MARKET,36953,BUY,0,41,38856
LIMIT,36954,SELL,998410,95,38857
MARKET,36955,SELL,0,45,38858
LIMIT,36956,SELL,1001065,11,38859
LIMIT,36957,BUY,1000658,80,38860
LIMIT,36958,BUY,999687,34,38861
LIMIT,36959,BUY,1000952,29,38862
MARKET,36960,SELL,0,5,38863
LIMIT,36961,SELL,998267,36,38864
LIMIT,36962,BUY,999221,53,38865
LIMIT,36963,SELL,998265,18,38866
MARKET,36964,BUY,0,41,38867
LIMIT,36965,SELL,998723,5,38868
LIMIT,36966,SELL,1000333,16,38869
LIMIT,36967,BUY,1000492,14,38870
LIMIT,36968,BUY,1000596,32,38871
LIMIT,36969,BUY,1001588,51,38872
LIMIT,36970,SELL,999694,20,38873
LIMIT,36971,SELL,1000139,17,38874
MARKET,36972,BUY,0,4,38875
LIMIT,36973,BUY,999908,67,38876
LIMIT,36974,BUY,999744,49,38877
MARKET,36975,BUY,0,25,38878
LIMIT,36976,BUY,1001242,11,38879
LIMIT,36977,SELL,1000924,60,38880
LIMIT,36978,SELL,1000603,76,38881
LIMIT,36979,BUY,999273,100,38882
LIMIT,36980,SELL,998150,25,38883
LIMIT,36981,SELL,999034,58,38884
LIMIT,36982,SELL,1000567,74,38885
CANCEL,11751,BUY,0,0,38886
LIMIT,36983,SELL,999440,23,38887
MARKET,36984,SELL,0,7,38888
MARKET,36985,BUY,0,14,38889
MARKET,36986,SELL,0,35,38890
LIMIT,36987,SELL,1000276,100,38891
LIMIT,36988,BUY,998622,8,38892
LIMIT,36989,SELL,998259,27,38893
LIMIT,36990,BUY,999728,39,38894
LIMIT,36991,BUY,998134,54,38895
LIMIT,36992,BUY,1000008,14,38896
MARKET,36993,SELL,0,14,38897
CANCEL,30248,BUY,0,0,38898
LIMIT,36994,BUY,1000014,78,38899
LIMIT,36995,SELL,1000289,32,38900
LIMIT,36996,BUY,998770,27,38901
LIMIT,36997,SELL,999518,3,38902
LIMIT,36998,BUY,999427,61,38903
LIMIT,36999,SELL,998013,16,38904
LIMIT,37000,BUY,1001594,4,38905
LIMIT,37001,BUY,998144,35,38906
LIMIT,37002,BUY,1000913,39,38907
LIMIT,37003,BUY,1000838,78,38908
LIMIT,37004,SELL,999202,91,38909
LIMIT,37005,BUY,999603,82,38910
LIMIT,37006,BUY,998712,18,38911
LIMIT,37007,SELL,1001684,92,38912
LIMIT,37008,SELL,998104,78,38913
LIMIT,37009,SELL,998544,43,38914
MARKET,37010,SELL,0,15,38915
LIMIT,37011,SELL,999920,54,38916
LIMIT,37012,SELL,1001678,42,38917
LIMIT,37013,SELL,999166,17,38918
LIMIT,37014,BUY,999962,99,38919
LIMIT,37015,BUY,1001470,45,38920
LIMIT,37016,SELL,1001310,52,38921
LIMIT,37017,SELL,998542,82,38922
LIMIT,37018,SELL,1000446,72,38923
LIMIT,37019,SELL,1001081,25,38924
LIMIT,37020,SELL,1000367,49,38925
LIMIT,37021,SELL,999655,84,38926
LIMIT,37022,BUY,1001300,17,38927
MARKET,37023,BUY,0,33,38928
LIMIT,37024,SELL,998063,79,38929
LIMIT,37025,SELL,998034,25,38930
LIMIT,37026,SELL,1000147,88,38931
LIMIT,37027,SELL,998264,16,38932
LIMIT,37028,SELL,1001333,79,38933
LIMIT,37029,SELL,998350,25,38934
LIMIT,37030,SELL,1000969,31,38935
CANCEL,9051,BUY,0,0,38936
LIMIT,37031,BUY,1001320,13,38937
LIMIT,37032,SELL,999938,79,38938
LIMIT,37033,SELL,1001828,88,38939
LIMIT,37034,SELL,999374,87,38940
LIMIT,37035,BUY,1000090,36,38941
LIMIT,37036,BUY,1000152,11,38942
CANCEL,20148,BUY,0,0,38943
CANCEL,26992,BUY,0,0,38944
CANCEL,8274,BUY,0,0,38945
MARKET,37037,SELL,0,4,38946
LIMIT,37038,SELL,999063,94,38947
LIMIT,37039,BUY,1000849,82,38948
LIMIT,37040,BUY,998337,12,38949
LIMIT,37041,SELL,1001484,67,38950
LIMIT,37042,BUY,1000284,41,38951
LIMIT,37043,BUY,999463,72,38952
LIMIT,37044,SELL,998052,55,38953
LIMIT,37045,BUY,1001661,57,38954
LIMIT,37046,SELL,998922,89,38955
LIMIT,37047,BUY,1000693,22,38956
LIMIT,37048,SELL,999649,89,38957
LIMIT,37049,SELL,998107,38,38958
LIMIT,37050,SELL,999070,6,38959
LIMIT,37051,SELL,1000181,46,38960
LIMIT,37052,SELL,1000642,82,38961
LIMIT,37053,SELL,998769,42,38962
LIMIT,37054,BUY,1001710,50,38963
MARKET,37055,SELL,0,2,38964
LIMIT,37056,SELL,998971,85,38965
LIMIT,37057,BUY,999662,89,38966
LIMIT,37058,SELL,998691,71,38967
LIMIT,37059,SELL,1001390,77,38968
LIMIT,37060,BUY,1000261,54,38969
LIMIT,37061,SELL,1001877,46,38970
LIMIT,37062,SELL,1000160,22,38971
LIMIT,37063,BUY,998266,21,38972
LIMIT,37064,SELL,999914,4,38973
CANCEL,30791,BUY,0,0,38974
LIMIT,37065,BUY,998169,11,38975
LIMIT,37066,BUY,1001264,17,38976
LIMIT,37067,BUY,1001212,43,38977
LIMIT,37068,BUY,1001797,47,38978
LIMIT,37069,SELL,1000359,82,38979
LIMIT,37070,SELL,1000803,20,38980
LIMIT,37071,SELL,998531,21,38981
LIMIT,37072,SELL,1001142,17,38982
LIMIT,37073,SELL,1001431,41,38983
LIMIT,37074,SELL,998205,70,38984
LIMIT,37075,BUY,999394,15,38985
LIMIT,37076,BUY,1001452,49,38986
LIMIT,37077,BUY,998776,70,38987
LIMIT,37078,SELL,1000226,29,38988
MARKET,37079,BUY,0,12,38989
LIMIT,37080,SELL,1001835,6,38990
LIMIT,37081,SELL,999478,91,38991
LIMIT,37082,BUY,1001466,27,38992
LIMIT,37083,BUY,999645,79,38993
LIMIT,37084,SELL,999990,65,38994
LIMIT,37085,BUY,1000992,45,38995
LIMIT,37086,BUY,998522,86,38996
LIMIT,37087,BUY,1000020,74,38997
LIMIT,37088,BUY,1001103,77,38998
LIMIT,37089,BUY,1000234,41,38999
MARKET,37090,BUY,0,29,39000
LIMIT,37091,BUY,998376,48,39001
LIMIT,37092,BUY,1001271,23,39002
LIMIT,37093,BUY,999423,92,39003
LIMIT,37094,BUY,998042,11,39004
LIMIT,37095,SELL,1001954,20,39005
LIMIT,37096,SELL,998762,71,39006
LIMIT,37097,SELL,1001535,99,39007
LIMIT,37098,SELL,1000801,15,39008
LIMIT,37099,SELL,999924,35,39009
LIMIT,37100,SELL,1000339,14,39010
LIMIT,37101,BUY,998059,87,39011
LIMIT,37102,SELL,998956,98,39012
LIMIT,37103,BUY,999002,76,39013
LIMIT,37104,SELL,999609,83,39014
LIMIT,37105,BUY,1001268,96,39015
LIMIT,37106,BUY,1000091,84,39016
LIMIT,37107,SELL,1001047,21,39017
LIMIT,37108,BUY,1000237,89,39018
LIMIT,37109,SELL,999272,57,39019
LIMIT,37110,SELL,998067,35,39020
LIMIT,37111,BUY,999339,31,39021
CANCEL,10976,BUY,0,0,39022
LIMIT,37112,SELL,998737,75,39023
LIMIT,37113,BUY,999900,41,39024
LIMIT,37114,SELL,1001336,39,39025
LIMIT,37115,BUY,1000141,29,39026
LIMIT,37116,BUY,1000288,68,39027
LIMIT,37117,SELL,1000654,26,39028
MARKET,37118,BUY,0,12,39029
LIMIT,37119,SELL,1000438,7,39030
LIMIT,37120,BUY,999224,78,39031
LIMIT,37121,SELL,998984,89,39032
LIMIT,37122,BUY,999839,61,39033
LIMIT,37123,SELL,998510,48,39034
LIMIT,37124,SELL,1001445,30,39035
LIMIT,37125,BUY,1000160,41,39036
LIMIT,37126,BUY,1001660,7,39037
LIMIT,37127,BUY,998377,92,39038
LIMIT,37128,SELL,999190,42,39039
MARKET,37129,BUY,0,22,39040
LIMIT,37130,BUY,1001891,68,39041
LIMIT,37131,SELL,1001417,80,39042
LIMIT,37132,SELL,1001935,86,39043
LIMIT,37133,BUY,998642,10,39044
MARKET,37134,BUY,0,37,39045
LIMIT,37135,BUY,1000505,18,39046
MARKET,37136,SELL,0,26,39047
LIMIT,37137,BUY,1001721,6,39048
LIMIT,37138,BUY,1000749,50,39049
CANCEL,12638,BUY,0,0,39050
LIMIT,37139,SELL,1001533,27,39051
LIMIT,37140,BUY,999303,17,39052
LIMIT,37141,BUY,1000514,35,39053
LIMIT,37142,BUY,998794,64,39054
LIMIT,37143,BUY,999973,60,39055
LIMIT,37144,BUY,999969,7,39056
LIMIT,37145,SELL,999924,61,39057
LIMIT,37146,BUY,999787,66,39058
LIMIT,37147,SELL,998485,33,39059
LIMIT,37148,SELL,998093,29,39060
LIMIT,37149,SELL,998609,19,39061
LIMIT,37150,BUY,999260,5,39062
LIMIT,37151,BUY,998938,39,39063
LIMIT,37152,BUY,999092,82,39064
LIMIT,37153,BUY,1000685,31,39065
LIMIT,37154,SELL,1001652,62,39066
LIMIT,37155,SELL,999741,59,39067
LIMIT,37156,SELL,998922,45,39068
MARKET,37157,SELL,0,6,39069
LIMIT,37158,SELL,1001621,6,39070
LIMIT,37159,SELL,998675,41,39071
LIMIT,37160,BUY,1000602,23,39072
LIMIT,37161,SELL,999139,65,39073
LIMIT,37162,BUY,1001623,91,39074
LIMIT,37163,SELL,999428,96,39075
LIMIT,37164,BUY,998716,10,39076
LIMIT,37165,BUY,1001925,85,39077
LIMIT,37166,SELL,1000675,57,39078
LIMIT,37167,SELL,1000973,19,39079
LIMIT,37168,SELL,1000380,96,39080
MARKET,37169,SELL,0,15,39081
LIMIT,37170,SELL,1001488,41,39082
LIMIT,37171,BUY,999591,72,39083
LIMIT,37172,BUY,998999,58,39084
LIMIT,37173,BUY,998329,80,39085
LIMIT,37174,BUY,1001907,14,39086
LIMIT,37175,BUY,1000030,8,39087
LIMIT,37176,BUY,1000678,8,39088
LIMIT,37177,SELL,999514,82,39089
LIMIT,37178,BUY,1000588,54,39090
LIMIT,37179,SELL,998168,7,39091
MARKET,37180,BUY,0,25,39092
LIMIT,37181,SELL,999386,15,39093
LIMIT,37182,SELL,998077,21,39094
LIMIT,37183,SELL,1001975,72,39095
LIMIT,37184,SELL,998434,41,39096
CANCEL,11718,BUY,0,0,39097
LIMIT,37185,SELL,1001777,8,39098
MARKET,37186,SELL,0,43,39099
LIMIT,37187,BUY,998620,9,39100
LIMIT,37188,BUY,1001813,29,39101
LIMIT,37189,SELL,999480,62,39102
LIMIT,37190,BUY,999545,5,39103
LIMIT,37191,BUY,1000224,4,39104
LIMIT,37192,SELL,1001411,82,39105
LIMIT,37193,SELL,1000068,64,39106
LIMIT,37194,SELL,999567,33,39107
LIMIT,37195,SELL,998531,66,39108
LIMIT,37196,BUY,1001218,2,39109
LIMIT,37197,BUY,1000239,90,39110
LIMIT,37198,SELL,1001716,37,39111
LIMIT,37199,BUY,1000582,11,39112
LIMIT,37200,SELL,998573,72,39113
LIMIT,37201,SELL,999424,31,39114
LIMIT,37202,BUY,998706,76,39115
LIMIT,37203,SELL,1001331,51,39116
LIMIT,37204,SELL,1001450,77,39117
MARKET,37205,BUY,0,47,39118
LIMIT,37206,BUY,998733,24,39119
LIMIT,37207,SELL,998322,27,39120
LIMIT,37208,BUY,998624,14,39121
LIMIT,37209,SELL,1000807,40,39122
LIMIT,37210,BUY,1000162,12,39123
MARKET,37211,SELL,0,32,39124
LIMIT,37212,SELL,1000187,28,39125
LIMIT,37213,BUY,999776,79,39126
LIMIT,37214,BUY,998298,47,39127
MARKET,37215,BUY,0,27,39128
LIMIT,37216,SELL,1000089,91,39129
MARKET,37217,BUY,0,19,39130
LIMIT,37218,SELL,1001484,3,39131
LIMIT,37219,SELL,1000658,35,39132
LIMIT,37220,SELL,1000075,23,39133
MARKET,37221,BUY,0,8,39134
MARKET,37222,SELL,0,1,39135
LIMIT,37223,SELL,999240,24,39136
LIMIT,37224,BUY,998164,55,39137
LIMIT,37225,SELL,999031,89,39138
LIMIT,37226,BUY,999381,50,39139
LIMIT,37227,BUY,998853,57,39140
LIMIT,37228,SELL,1000653,28,39141
LIMIT,37229,SELL,1000491,79,39142
LIMIT,37230,SELL,998582,24,39143
LIMIT,37231,SELL,998890,18,39144
LIMIT,37232,BUY,1000187,48,39145
LIMIT,37233,BUY,1001062,52,39146
LIMIT,37234,SELL,1001453,35,39147
LIMIT,37235,SELL,998445,67,39148
LIMIT,37236,BUY,999791,2,39149
LIMIT,37237,BUY,1000044,40,39150
LIMIT,37238,SELL,1001007,79,39151
LIMIT,37239,BUY,1001975,18,39152
LIMIT,37240,SELL,999909,82,39153
LIMIT,37241,SELL,999546,5,39154
LIMIT,37242,BUY,999797,89,39155
LIMIT,37243,BUY,998207,68,39156
LIMIT,37244,SELL,1001875,62,39157
LIMIT,37245,BUY,999261,6,39158
LIMIT,37246,BUY,1001070,53,39159
LIMIT,37247,SELL,1001054,49,39160
LIMIT,37248,SELL,1000720,92,39161
LIMIT,37249,SELL,1001743,38,39162
LIMIT,37250,BUY,1001210,74,39163
LIMIT,37251,BUY,999026,67,39164
LIMIT,37252,BUY,1000923,71,39165
LIMIT,37253,SELL,1000511,99,39166
LIMIT,37254,BUY,999871,53,39167
LIMIT,37255,BUY,1000732,17,39168
LIMIT,37256,SELL,999727,44,39169
LIMIT,37257,SELL,1001852,62,39170
LIMIT,37258,SELL,1000733,59,39171
LIMIT,37259,BUY,998583,69,39172
LIMIT,37260,BUY,999359,72,39173
MARKET,37261,SELL,0,20,39174
LIMIT,37262,BUY,998208,57,39175
CANCEL,507,BUY,0,0,39176
LIMIT,37263,SELL,998293,57,39177
LIMIT,37264,BUY,1001783,10,39178
LIMIT,37265,BUY,999892,69,39179
LIMIT,37266,SELL,1001802,7,39180
LIMIT,37267,SELL,1001192,79,39181
LIMIT,37268,BUY,1001266,18,39182
LIMIT,37269,SELL,1001718,12,39183
LIMIT,37270,BUY,998200,23,39184
LIMIT,37271,BUY,998851,35,39185
LIMIT,37272,BUY,1000962,57,39186
LIMIT,37273,SELL,1000073,62,39187
LIMIT,37274,BUY,998575,27,39188
CANCEL,18792,BUY,0,0,39189
LIMIT,37275,SELL,1001783,71,39190
LIMIT,37276,SELL,999885,51,39191
LIMIT,37277,BUY,1001358,24,39192
LIMIT,37278,SELL,1001460,33,39193
CANCEL,16709,BUY,0,0,39194
LIMIT,37279,BUY,1001599,66,39195
LIMIT,37280,SELL,998327,46,39196
LIMIT,37281,SELL,1001552,19,39197
LIMIT,37282,BUY,1000066,4,39198
LIMIT,37283,SELL,1000269,33,39199
LIMIT,37284,BUY,1001195,33,39200
LIMIT,37285,BUY,999614,50,39201
LIMIT,37286,BUY,1000332,41,39202
LIMIT,37287,BUY,999301,45,39203
MARKET,37288,BUY,0,42,39204
LIMIT,37289,SELL,999752,55,39205
LIMIT,37290,BUY,1000160,25,39206
LIMIT,37291,BUY,998218,54,39207
LIMIT,37292,SELL,1001980,90,39208
LIMIT,37293,BUY,1001260,51,39209
LIMIT,37294,BUY,1001678,21,39210
LIMIT,37295,SELL,998680,70,39211
CANCEL,21352,BUY,0,0,39212
LIMIT,37296,BUY,999783,93,39213
LIMIT,37297,SELL,1001675,7,39214
CANCEL,17198,BUY,0,0,39215
LIMIT,37298,SELL,1000181,42,39216
LIMIT,37299,SELL,999876,13,39217
LIMIT,37300,SELL,1000013,73,39218
LIMIT,37301,BUY,999162,30,39219
LIMIT,37302,BUY,999628,22,39220
LIMIT,37303,SELL,999839,31,39221
MARKET,37304,BUY,0,16,39222
LIMIT,37305,BUY,1000618,47,39223
MARKET,37306,BUY,0,2,39224
LIMIT,37307,SELL,1000822,19,39225
MARKET,37308,SELL,0,31,39226
MARKET,37309,SELL,0,21,39227
LIMIT,37310,BUY,1001645,49,39228
LIMIT,37311,SELL,1000114,41,39229
LIMIT,37312,SELL,998122,74,39230
LIMIT,37313,BUY,1000312,64,39231
LIMIT,37314,BUY,998583,46,39232
LIMIT,37315,SELL,998857,88,39233
LIMIT,37316,BUY,1000219,50,39234
LIMIT,37317,BUY,1000403,38,39235
LIMIT,37318,BUY,1001098,16,39236
LIMIT,37319,BUY,999885,75,39237
LIMIT,37320,SELL,999230,42,39238
MARKET,37321,BUY,0,28,39239
MARKET,37322,SELL,0,31,39240
LIMIT,37323,SELL,999187,42,39241
LIMIT,37324,SELL,999006,77,39242
LIMIT,37325,SELL,1000066,19,39243
LIMIT,37326,BUY,998607,74,39244
MARKET,37327,SELL,0,16,39245
CANCEL,6739,BUY,0,0,39246
LIMIT,37328,BUY,1001319,87,39247
LIMIT,37329,BUY,998683,83,39248
LIMIT,37330,BUY,998478,92,39249
LIMIT,37331,BUY,1001696,95,39250
LIMIT,37332,SELL,999427,44,39251
MARKET,37333,BUY,0,48,39252
CANCEL,16598,BUY,0,0,39253
LIMIT,37334,BUY,1000107,12,39254
MARKET,37335,BUY,0,14,39255
LIMIT,37336,BUY,1001388,69,39256
LIMIT,37337,BUY,1001355,26,39257
LIMIT,37338,SELL,1001080,81,39258
LIMIT,37339,SELL,998990,12,39259
LIMIT,37340,BUY,998294,53,39260
MARKET,37341,BUY,0,26,39261
LIMIT,37342,SELL,999290,80,39262
LIMIT,37343,BUY,1000618,14,39263
LIMIT,37344,BUY,999893,94,39264
MARKET,37345,SELL,0,43,39265
MARKET,37346,SELL,0,30,39266
LIMIT,37347,SELL,1001863,12,39267
LIMIT,37348,BUY,999829,88,39268
LIMIT,37349,SELL,1000023,28,39269
MARKET,37350,SELL,0,34,39270
LIMIT,37351,SELL,1001403,74,39271
LIMIT,37352,SELL,1000999,85,39272
LIMIT,37353,BUY,998592,89,39273
LIMIT,37354,SELL,1001468,81,39274
LIMIT,37355,BUY,1000688,90,39275
LIMIT,37356,BUY,999600,39,39276
MARKET,37357,BUY,0,45,39277
CANCEL,15835,BUY,0,0,39278
CANCEL,4007,BUY,0,0,39279
CANCEL,23099,BUY,0,0,39280
LIMIT,37358,BUY,998039,55,39281
LIMIT,37359,SELL,999379,68,39282
LIMIT,37360,SELL,1001578,39,39283
LIMIT,37361,SELL,1000200,22,39284
LIMIT,37362,BUY,999347,97,39285
LIMIT,37363,SELL,999559,85,39286
LIMIT,37364,BUY,999153,40,39287
CANCEL,13759,BUY,0,0,39288
LIMIT,37365,SELL,999241,64,39289
LIMIT,37366,BUY,998406,86,39290
LIMIT,37367,BUY,998939,78,39291
MARKET,37368,BUY,0,45,39292
LIMIT,37369,BUY,998349,16,39293
LIMIT,37370,SELL,998251,93,39294
LIMIT,37371,BUY,999249,61,39295
LIMIT,37372,SELL,1000315,49,39296
LIMIT,37373,SELL,1000291,40,39297
MARKET,37374,BUY,0,38,39298
LIMIT,37375,SELL,998036,39,39299
LIMIT,37376,BUY,1001666,90,39300
LIMIT,37377,SELL,999590,41,39301
LIMIT,37378,BUY,999233,40,39302
LIMIT,37379,BUY,1001321,49,39303
LIMIT,37380,BUY,1000070,100,39304
MARKET,37381,BUY,0,30,39305
LIMIT,37382,SELL,998908,68,39306
LIMIT,37383,BUY,999662,47,39307
LIMIT,37384,BUY,999802,82,39308
LIMIT,37385,BUY,998507,39,39309
LIMIT,37386,SELL,999224,66,39310
LIMIT,37387,SELL,1000965,54,39311
LIMIT,37388,BUY,1000601,93,39312
LIMIT,37389,SELL,998396,88,39313
LIMIT,37390,SELL,1000179,99,39314
MARKET,37391,BUY,0,32,39315
LIMIT,37392,BUY,999026,90,39316
LIMIT,37393,BUY,999553,20,39317
LIMIT,37394,SELL,1000756,89,39318
LIMIT,37395,BUY,1001220,76,39319
CANCEL,23075,BUY,0,0,39320
LIMIT,37396,SELL,999268,68,39321
LIMIT,37397,BUY,1001112,53,39322
LIMIT,37398,BUY,999556,48,39323
MARKET,37399,SELL,0,46,39324
LIMIT,37400,BUY,998524,8,39325
LIMIT,37401,SELL,1000394,87,39326
LIMIT,37402,SELL,999397,46,39327
LIMIT,37403,SELL,999944,57,39328
MARKET,37404,SELL,0,48,39329
LIMIT,37405,SELL,998578,89,39330
LIMIT,37406,SELL,1000655,20,39331
LIMIT,37407,SELL,998182,10,39332
LIMIT,37408,SELL,1001953,42,39333
LIMIT,37409,BUY,1001175,69,39334
LIMIT,37410,BUY,1000829,59,39335
LIMIT,37411,BUY,998945,87,39336
LIMIT,37412,SELL,998208,68,39337
LIMIT,37413,BUY,998917,41,39338
MARKET,37414,BUY,0,17,39339
LIMIT,37415,BUY,1001983,77,39340
LIMIT,37416,SELL,1000562,74,39341
LIMIT,37417,SELL,999761,23,39342
LIMIT,37418,SELL,1000306,70,39343
LIMIT,37419,BUY,999187,6,39344
MARKET,37420,BUY,0,50,39345
LIMIT,37421,BUY,999925,57,39346
LIMIT,37422,SELL,999020,77,39347
LIMIT,37423,SELL,1001368,97,39348
LIMIT,37424,BUY,1000799,25,39349
LIMIT,37425,SELL,1001481,38,39350
LIMIT,37426,BUY,999886,33,39351
